composition,output
Mo3 Pd2 N1,0.0
Y2 Al1 Zn1,0.0
Sm1 In2 Rh1,0.0
Na3 W4 O12,0.0
Al9 Rh2,0.0
P1 H2 N1 O2,0.0
Li6 Mn5 Fe1 O12,0.0
Co1 H2 S4 N4,0.0
Ba3 P1 N1,0.0
Zr5 Al3 C1,0.0
Li3 Mn3 W1 O8,0.0
Li1 Fe2 Si2 O8,0.0
Sc6 Te2 Os1,0.0
Na1 Bi3,0.0
Tm1 Cu2 S2,0.0
Ce2 Al2 Co15,0.0
La1 Si2 Ru2,0.0
Ag1 W6 Br14,0.0
Ba3 Co10 O17,0.0
Lu1 Sc1 Rh2,0.0
La1 B1 Pt3,0.0
Li5 Mn5 Sb2 O12,0.0
Be12 Pt1,0.0
La1 Zn1 Au2,0.0
Cs1 Sc1 Br3,0.0
Er1 Si1 Pd1,0.0
Sm1 Sn1 Pd1,0.0
Hg2 Rh1,0.0
Ba1 Eu2 Mn2 O7,0.0
Mg2 Ge1 B2 Rh5,0.0
K1 Hg11,0.0
Nd1 Sm1 Hg2,0.0
Pr1 In1 Au2,0.0
Li3 Co4 O8,0.0
Cd1 Rh1 F6,0.0
U1 Co2 Ge2,0.0
Tb3 Ge5,0.0
Yb2 Hg1 Pb1,0.0
Y1 Si2 Cu2,0.0
Li4 V1 F7,0.0
Mg1 In3,0.0
Ce1 Mg2 Ag1,0.0
K1 Nb2 Se1,0.0
Fe4 O7 F1,0.0
Eu1 Cu9 Sn4,0.0
La2 Cu1 O4,0.0
Ca1 Co4 S8,0.0
Mn1 Co1 Si1,0.0
Gd1 Ge1 Ru1,0.0
Al10 V1,0.0
Eu1 Pd1,0.0
Yb1 Mn2 As2,0.0
Ni23 B6,0.0
Gd2 Al1 Co2,0.0
U2 Cr30 P19,0.0
Yb1 I3 O9,0.0
Bi1 As2 Os1,0.0
Ba3 Yb4 O9,0.0
Zn1 Fe2 N2,0.0
Zr6 Ni1 Cl15,0.0
Er5 Si3,0.0
Hg2 Sb2 O7,0.0
Co5 Ru1 O8,0.0
Sc1 Ge2,0.0
Li3 Si3 Ag2,0.0
Dy4 Cd1 Rh1,0.0
Be1 Ga1 Rh2,0.0
Ba3 Na1 Ir1 O6,0.0
Sc1 Zn2,0.0
Mg3 Rh1,0.0
Sr3 Sn4 Ir4,0.0
Ti1 Mn2 Ge1,0.0
Sc6 Fe1 Sb2,0.0
Li1 Pm2 Al1,0.0
Hf2 Fe1,0.0
Cr3 Ni1 P6 O24,0.0
Pr1 Au1,0.0
Tm1 Mg1 Ag2,0.0
Ho5 Ge10 Rh4,0.0
Sr1 Ni2 P2 O8,0.0
Ta1 Al3,0.0
Ce1 B2 Ir3,0.0
Hf6 Pb1 O18,0.0
Li1 La2 Ir1 O6,0.0
Fe1 Co2 Si1,0.0
Ca2 Cd1 Pb1,0.0
Y1 Al1 Ge1,0.0
Zr1 Al1 Ru2,0.0
Yb1 B1 O3,0.0
In11 Cu9 Se20,0.0
Tm1 In3,0.0
U1 Ge1 Rh1,0.0
Mg1 Ti11 O20,0.0
Tb1 Ni4 P2,0.0
Tm1 Au2,0.0
Yb1 Si2 Ni1,0.0
Ho1 Sb2,0.0
Al1 Fe2 Si1,0.0
Li3 Mn2 Cu1 O6,0.0
Li7 Mo12 S16,0.0
V5 Si1 B2,0.0
Th1 Ir5,0.0
Li2 Fe3 Ni1 O8,0.0
Tb2 Ti3 Ge4,0.0
Ti1 Co1 Sn1,0.0
Hf5 Te4,0.0
Y3 Ga1 Co3,0.0
Ge3 Sb1,0.0
Sm1 Sb2,0.0
Dy12 C6 I17,0.0
Ti2 Tc1 Ni1,0.0
Tb1 P1,0.0
Sr8 Mn3 N9,0.0
Li1 Zr2 Os1,0.0
Mg3 Al9 Fe1 Si5,0.0
Co3 H1,0.0
Tb3 Mn2 C6,0.0
U11 O5,0.0
Th1 Mn2 Ge2,0.0
Ta1 Ni1 B2,0.0
Tm1 B1 Pd3,0.0
Ti2 Cd1,0.0
Ba3 Al2 Ge2,0.0
Dy1 Zr1 Sb1,0.0
Ti11 O18,0.0
Tb2 Al1 Co2,0.0
Zn2 Sb3 O8,0.0
Y1 H2,0.0
Nb3 In1,0.0
Li2 Pr1 P2,0.0
La1 Al4 Co1,0.0
Ba3 N2,0.0
Sr1 Cu1 Bi1,0.0
Yb11 Ni60 C6,0.0
Na1 As1 O3,0.0
Li3 Cu4 Ni1 O8,0.0
Tb1 Sn1 Au1,0.0
U1 Sb1 Se1,0.0
Li1 Mn1 Si1 O4,0.0
Rb1 Ti1 Br3,0.0
Ti3 Fe3 O1,0.0
Te2 Pd3 Pb2,0.0
Li4 Fe3 Ni1 O8,0.0
Hf2 Mn1 Ir1,0.0
Zr1 W2,0.0
Ti3 Cu3 O1,0.0
La2 Sn5 Rh3,0.0
Mn2 Ga1 W1,0.0
Ca1 Zn5,0.0
Ag2 P2 Pb1 O7,0.0
Rb1 Hg3,0.0
Li23 Mn20 As20,0.0
U1 Fe5 Si3,0.0
Hf5 Sn4,0.0
Li3 Ni2 Ge3 O12,0.0
Fe6 O7 F5,0.0
Ho1 B2 Rh3,0.0
Li1 Sn1 P4 O12,0.0
Ti4 O5,0.0
Ni2 Mo4 N1,0.0
Pr1 In1,0.0
Y1 Ni4 B1,0.0
Li1 Zn1 Fe10 O16,0.0
Nb5 Ge3,0.0
Ba2 Re1 Ni1 O6,0.0
Sm1 Th3,0.0
Cr1 Ir1 O4,0.0
Cu1 Pd1,0.0
Y1 Mg4 Cu1,0.0
Ho3 Ge5,0.0
Hf1 Fe2,0.0
Lu1 Al2 Pd5,0.0
Na19 Zr11 S30,0.0
Li2 Cu1 F6,0.0
Sm4 Mg1 Rh1,0.0
Zn8 Ag5,0.0
Cu3 Bi4 I16,0.0
Tb1 In1 Ag2,0.0
W3 O7 F1,0.0
Yb1 Al3,0.0
Lu2 Cd1 Ag1,0.0
Ho1 Al1 Au2,0.0
La1 P3,0.0
La1 Sc1 Si1,0.0
U2 Re2 C3,0.0
Na5 Fe6 Si12 O36,0.0
Hg1 Ir1 O3,0.0
Tb1 Ni1 Ge2,0.0
V2 Sb1 P3 O12,0.0
Er1 Pb1 Au1,0.0
Hf2 Hg1,0.0
Ca3 Bi1 Sb1,0.0
Cs1 W1 Cl6,0.0
Ti1 Ga1 Ir2,0.0
Ho1 B4,0.0
Li1 Tm2 Ru1,0.0
Ti2 Co1 Ge1,0.0
Tm3 Ga1 C1,0.0
Nd4 O3 F7,0.0
Li1 Ca2 Ga1,0.0
La1 Fe4 As12,0.0
Ho3 Al1 C1,0.0
Ca1 B2 C2,0.0
Y1 Si2 Pt2,0.0
Sc2 Fe1 B2 Ir5,0.0
U3 Bi4,0.0
Eu1 Sn1 O3,0.0
Eu1 Mn2 Ge2,0.0
Eu1 Ni12 B6,0.0
Nd1 Er1 Tl2,0.0
Mn1 Cu3,0.0
Li1 Al1 Ge1,0.0
Zr1 H1 Cl1,0.0
Sr1 Ag1,0.0
Yb1 Al2 Ga2,0.0
Nb2 Sb1,0.0
Ba2 La1 Ir1 O6,0.0
Mg1 Sc1 Ag2,0.0
Fe10 O9 F11,0.0
Yb1 Al2 Ge2,0.0
Tm1 Sb1,0.0
Ti1 V4 Cu1 O12,0.0
Rb1 Tm1 O3,0.0
Ce8 U2 O21,0.0
Dy2 Zn1 In1,0.0
Li2 Fe3 Ni1 O8,0.0
Zn1 Cr1 O2,0.0
Li2 Ti3 Fe1 O8,0.0
Sc3 B1 Pb1,0.0
Ta1 Co1 Sn2,0.0
Ti1 Tc2 Sb1,0.0
Li3 V12 O29,0.0
Nd2 Cd1 In1,0.0
Na8 P1 O3,0.0
Be1 Fe2 Si1,0.0
Cu1 P2 H2 O6,0.0
U2 Ti1,0.0
Dy1 Ag1 Hg2,0.0
Al4 Cu2 O7,0.0
Ce1 S1 I1,0.0
Ba1 Mn4 Zn1 O8,0.0
Ce2 Fe17,0.0
Ho1 Ti1 O3,0.0
Zr3 Al4 C6,0.0
Li7 Ni11 O22,0.0
Cr2 Hg1 Se4,0.0
Ho5 Si4,0.0
Ce1 Co4 B4,0.0
Li2 La1 Tl1,0.0
Tb1 Ni1 O3,0.0
Ga3 Pt2,0.0
Mn3 V2 Si3 O12,0.0
La1 Mg1 Fe2 O6,0.0
Yb1 Ge1 Rh1,0.0
Ca1 Cu5,0.0
Sm1 C10,0.0
Th1 Si2 Ru3,0.0
Zr3 Hg1,0.0
Ga9 Rh2,0.0
Ca1 In1 Au1,0.0
Nb3 Ir1 Se8,0.0
U1 Co1 Si1,0.0
Dy1 Bi1 Pd1,0.0
La1 In4 Au2,0.0
Li1 Al3,0.0
Eu1 Zn2 Ge2,0.0
V1 Ag1 P2 Se6,0.0
Y2 Fe2 Si2 C1,0.0
La3 Zr1 Sb5,0.0
Sr2 Ge1 N2,0.0
V1 Fe1 Ru2,0.0
U4 N7,0.0
Al6 Fe1,0.0
Cs2 Se1 Cl1 F6,0.0
Hf5 Si4,0.0
Mn1 Co4 O8,0.0
Li1 Mg2 Ag1,0.0
Ba3 Nb2 Co1 O9,0.0
Na2 Li1 Ta1,0.0
Ca1 Ni5,0.0
Yb23 Mg4 Cu7,0.0
Cd1 Ag1,0.0
Pr1 Ge1 Au1,0.0
K1 Nb2 O5,0.0
La1 Hg1,0.0
V3 Si1,0.0
Sc1 Al1 Ni2,0.0
Sm3 Zr1,0.0
Zn1 W1 O2,0.0
Zr2 H1 Br2,0.0
In1 Pt3 C1,0.0
Ba1 La2 Co1 S5,0.0
Sr1 Zn1 Sb2,0.0
Ta6 Ni16 Ge7,0.0
Ca5 Au2,0.0
Rb2 Na1 V1 F6,0.0
Hf54 Os17,0.0
Rb4 Si2 Cu1 O7,0.0
Ho1 Cd1,0.0
Cd2 Pb1 O4,0.0
Sr1 Sb1 Au1,0.0
Na3 Re1,0.0
Mg4 Sc3 Si8 O24,0.0
Li5 Co2 O2 F5,0.0
Sm1 Hg1 Pd1,0.0
Na1 Fe2 Si4 O12,0.0
Be1 Cu1,0.0
Pr1 Sm3,0.0
Yb1 Zn1 Au2,0.0
In1 Si1 Te3,0.0
Hg1 Pt3,0.0
Yb2 In1 Pd2,0.0
Li11 Mn13 O32,0.0
Y1 Sc1 O2,0.0
Sb2 Xe1 F14,0.0
Li1 Ni1 P2 O7,0.0
Al1 Sn1,0.0
Li3 C1,0.0
V1 P1,0.0
Zr1 Se1,0.0
Rb1 Pd1 F3,0.0
Dy1 In1 Cu2,0.0
Zr5 Sb3,0.0
La2 Pd1 O4,0.0
Zr1 In1 Rh2,0.0
Ti1 Al1,0.0
Li2 Cr1 Co3 O8,0.0
Er2 Mg3 Ru1,0.0
Yb1 Tl1 S2,0.0
Li2 Fe3 Sn1 O8,0.0
Nd1 Fe1 Si2,0.0
Ni1 Ge1 Pt2,0.0
Dy2 Mg1 Tl1,0.0
Ca1 Yb1 In1 Se4,0.0
Pr1 Co2 Ge2,0.0
Sm2 I1 O2,0.0
Nd1 Mg2 Ni9,0.0
Tb1 Cu5,0.0
Y1 Ag1 O3,0.0
Be2 Hg1 Te1,0.0
Al1 Ir1,0.0
Cs1 In1 I3,0.0
Tl3 Cr1,0.0
Zr1 Si2,0.0
Zn2 Ni9 O13,0.0
Co1 P4 O12,0.0
Pr5 In11 Ni6,0.0
Li8 Ti16 Cu1 S32,0.0
Nd1 Mg2,0.0
La3 Ge3 Br2,0.0
Sr2 Li2 Nb3 O10,0.0
Li2 Si4 Ni5 O14,0.0
Ho1 Co3,0.0
Yb1 Pr11 Se16,0.0
Sm3 Os1 O7,0.0
Al4 Cu9,0.0
Li1 Ga1 Au2,0.0
Zn2 B1 Ir2,0.0
Tm1 Cu4 Ag1,0.0
Ba1 Si1,0.0
Mg2 Cr1 N2,0.0
Ce1 Tl1 Zn1,0.0
Ca1 Eu2 O3,0.0
Tm1 Mg2 Sc1,0.0
Cu1 N2 O6,0.0
Sm5 Br11,0.0
Hf3 P1,0.0
Ti2 C1,0.0
Na1 Hg1,0.0
Ag1 Ge1 O3,0.0
U1 Fe1 Si1,0.0
Er1 Al20 Cr2,0.0
Ba6 In2 N1 F1,0.0
U4 S3,0.0
Tl3 Ir1,0.0
Ce4 Bi3,0.0
Ni1 I1,0.0
Pm3 I1,0.0
Pm2 Ir1 Rh1,0.0
Tm1 Co1 Si2,0.0
Sb1 Pd3,0.0
Yb2 Ce8 O19,0.0
Li6 Ni5 O10,0.0
Ho3 Ni19 B10,0.0
Be1 Pd2,0.0
Ni2 Ge1,0.0
Mn5 O7,0.0
Y1 Co2,0.0
Li7 Ti5 O12,0.0
Rb1 Cu1 Pd1 F5,0.0
Ba1 Tl3,0.0
Sm1 Sn1 Rh2,0.0
Eu1 Cu1 Se1 O1,0.0
Nd1 Sb1 Pd1,0.0
Yb1 H2 Cl1 O2,0.0
U4 Re7 Si6,0.0
Mg1 Ti4 S8,0.0
Ta1 Ga1 Pt1,0.0
Sm1 Cu1 O3,0.0
Co1 Pb1 O3,0.0
Li2 Cu2 S3,0.0
Pd16 S7,0.0
Ho1 Si1,0.0
Ta1 Pt3,0.0
Si4 Cu5 O14,0.0
Cd1 Pd1,0.0
Tm2 Zn1 Os1,0.0
Sm1 Cd1 Hg2,0.0
Ca1 Zn3 Ni2,0.0
Li1 Pm2 Si1,0.0
Ti1 Zn3,0.0
Eu2 Re1 O5,0.0
Pm1 Dy3,0.0
Hf1 Ga1 Co2,0.0
Ba1 Nb4 O6,0.0
Dy1 Ge1,0.0
Dy1 Rh1,0.0
Ti2 B1 Rh6,0.0
Ba8 Ta7 O24,0.0
Rb1 F3,0.0
Tm1 Al1 Cu1,0.0
Fe1 Rh1 O3,0.0
Nb1 Ga1 Co2,0.0
Ca1 Hg2,0.0
Pm1 Cd3,0.0
Ti2 Co1 S4,0.0
Mg3 Ge1,0.0
K3 Li1 Nb6 O15,0.0
Ba2 Fe1 Re1 O6,0.0
U1 Al8 Fe4,0.0
Li1 Cu3 F7,0.0
Bi2 Pt1,0.0
Li1 V2 Ni1 O6,0.0
Si2 Ru1,0.0
Fe3 B1,0.0
Sn1 Sb3 P4 O16,0.0
Cs1 Mn1 Sb1,0.0
V1 Zn1 Ru2,0.0
Cu6 Pb1 O8,0.0
La3 Al1 N1,0.0
Pr3 I1,0.0
Li1 Mo3 O8,0.0
Dy3 Cu4 Ge4,0.0
Sr5 Bi3,0.0
Al1 Ni2,0.0
Mg1 V4 O6,0.0
Dy1 S2,0.0
Li2 Yb1 Pb1,0.0
Pr2 In1 Pd2,0.0
Tb1 Ga1,0.0
Eu1 Tl1,0.0
Zr1 Re2,0.0
Cs1 Nb6 I11,0.0
Ho1 In1 Au2,0.0
Li2 Mn1 Co3 O8,0.0
Li3 Dy1,0.0
K4 C2 O3,0.0
Nd1 Sn1 Rh1,0.0
Ho1 Cd3,0.0
Ti1 Os3,0.0
Nb3 Fe20 B6,0.0
Yb1 P1 O4,0.0
Y3 Al3 Ni1 Ge2,0.0
Nb2 Co3 O9,0.0
Hf1 Tl3,0.0
Hf1 Ni5,0.0
Sr1 La3 Mn1 O8,0.0
Ca1 Ga3 Ni2,0.0
Nd1 Te1,0.0
Eu2 Cu1 O4,0.0
Nb3 V1 P6 O24,0.0
Yb1 La5 S8,0.0
Ti1 Pd1,0.0
Sc1 Zn3,0.0
Ho1 Sb2 O6,0.0
Cs1 Ca1 O3,0.0
Li13 Nb14 Zn1 O42,0.0
Lu1 Pt3,0.0
Pr1 Ir2,0.0
V3 Pt1,0.0
Sr1 B2,0.0
Tl8 Os8 O27,0.0
Bi12 Rh12 O41,0.0
Sm3 Sb14 Te24,0.0
Pr1 Tm1 Tl2,0.0
Li3 V4 Fe1 O12,0.0
Na11 Bi5 O16,0.0
Ca2 Pb1 Au2,0.0
Hf3 Si4 Cu4,0.0
Cu2 Hg1 Ge1 Se4,0.0
Na2 In1,0.0
K1 Hg2,0.0
Sm3 Al1 N1,0.0
Lu1 Mn1 Si1,0.0
Ca1 Mn2 As2,0.0
Al1 As1,0.0
Al1 Fe4 Cu3 O12,0.0
Sm1 Ni2 B2 C1,0.0
La2 Nb2 N2 O5,0.0
Sm1 Si3 Pt5,0.0
Pr2 Au1,0.0
U1 Al1 Ni4,0.0
Ba2 Sc1 Ir1 O6,0.0
Mg1 Tl1,0.0
Na6 Co1 Se4,0.0
Yb6 U3 O17,0.0
Mn2 Hg5,0.0
Mg2 Cu1 W1 O6,0.0
Tm1 Fe2 Si2,0.0
Sc1 Sn1 Pd1,0.0
Ta1 Al1 Pt1,0.0
Ba2 U1 Cu1 O6,0.0
Co2 B4 Mo1,0.0
Li2 Mg1 In1,0.0
Y1 Cd1 Pd2,0.0
U1 Mn2 Si2,0.0
Ge2 Os1,0.0
Dy1 Co1 Si2,0.0
Na6 Fe1 S4,0.0
Nb1 Si2,0.0
Te2 Pd3,0.0
Ba1 Fe2 S4,0.0
Sc1 Sb1 Rh2,0.0
Ti2 Sb1 P3 O12,0.0
Rb5 W8 O30,0.0
Tm1 Pd1,0.0
Hf2 Re1 Rh1,0.0
Tb1 Be13,0.0
Li1 Co1 C2 O6,0.0
Zr2 Co12 P7,0.0
Li2 Fe5 O10,0.0
Ta2 Os1 W1,0.0
Eu1 Ni2 As2,0.0
Lu1 Hf1 Ru2,0.0
Sn3 Pd1,0.0
Ca6 Ag16 N1,0.0
Hf1 V1 Si1,0.0
Tm1 Cu2 Ge2,0.0
Na3 Tl1,0.0
Te2 Mo2 W1 Se4,0.0
Ru3 Cl1,0.0
Nb5 O1 F14,0.0
Li1 Bi2 P3 O12,0.0
Re1 F6,0.0
Ca1 Hf1 Zn1,0.0
Sr1 Mg1 In3,0.0
K2 B10 H9 O1,0.0
Si1 Sb3,0.0
Sc8 Te3,0.0
Fe12 As5,0.0
Ba2 Fe1 Mo1 O6,0.0
Li1 Mn1 Cu1 O4,0.0
La3 Ni1 Br3,0.0
In1 Fe2 Cu1 Se4,0.0
Li3 Cr1 Co3 O8,0.0
Ag3 Pd1,0.0
Al3 Tc1,0.0
Li3 Co1 Ni4 O8,0.0
Nd1 In3,0.0
Cr1 Co1 Pt2,0.0
Sm2 Ru1 Au1,0.0
Sr1 Sb12 Ru4,0.0
La2 P1 C1,0.0
Tm2 Ru2 O7,0.0
Yb1 Fe4 Ge2,0.0
Sc6 Ni1 Te2,0.0
Zn1 Sn3,0.0
Li2 Nb2 P3 O12,0.0
Y1 B2 Rh2 C1,0.0
Ba3 Na1 Ir2 O9,0.0
Ce2 Sb1,0.0
Ba1 Ti4 O8,0.0
Al1 Pd5 I2,0.0
Sm1 Mn2 Ge2,0.0
Pr1 Cd1,0.0
Ce3 Mn1 Al1 S7,0.0
Zr5 Sn4,0.0
Li7 Ti7 O16,0.0
Ga1 Fe3,0.0
Na15 Sn4,0.0
Er1 Ag1 Sn1,0.0
Dy5 Pb3,0.0
Ba3 Li4 Sn8,0.0
Li6 Fe1 O6,0.0
Ni1 P4 O12,0.0
Sm2 P3 Pt6,0.0
Ca1 Zn2,0.0
Nd4 Ge3 Rh4,0.0
Er1 Zn12,0.0
Pt1 N1,0.0
Ag3 As1 O4,0.0
Ca3 In1,0.0
La1 Cu6,0.0
Pr1 Fe2 Si2,0.0
Li3 Ti3 P4 O16,0.0
Hf2 Ge1,0.0
Ti2 Re1 Ru1,0.0
Ca3 Bi1 As1,0.0
Yb3 V1,0.0
Cu8 O1,0.0
Sc3 Ga1 C1,0.0
Pr1 Ge3,0.0
Hf2 Co4 P3,0.0
Tb3 Si1,0.0
V1 Ni5 P6 O24,0.0
Tb1 Ge2 Pd2,0.0
Eu1 Fe2 Si2,0.0
Tb1 Tl1,0.0
Gd1 Cd2,0.0
Ca3 Al2 Ge3,0.0
Al5 Rh2,0.0
Mg1 Fe2 S4,0.0
Sm1 Lu1 Tl2,0.0
Ag7 S2 I2,0.0
Ti1 I1,0.0
Mo5 O14,0.0
Li1 Cd2 Rh1,0.0
Lu5 Si3 B1,0.0
Cs2 Na1 Mn1 F6,0.0
K1 Fe2 As2,0.0
Eu1 Al2 Au2,0.0
Hf1 Zn1 Ni2,0.0
In1 Si1 Ir1,0.0
Ta4 Fe1 Te4,0.0
Cs1 Mg149,0.0
La3 Os2 O10,0.0
Mg2 Mn1 N2,0.0
Ho1 Si2 Os2,0.0
Li2 Fe2 P3 O12,0.0
Sr1 Ce2 S4,0.0
Ba1 Au2,0.0
Er1 Ni4 Au1,0.0
Pr1 Mn2 Si2,0.0
Zr1 Fe4 Si2,0.0
P2 O5,0.0
Hg3 C1,0.0
Nd1 Cr2 Si2,0.0
Ca2 Ge1 N2,0.0
Na1 Sn2,0.0
Ti1 Cr3 P6 O24,0.0
Nd2 Ru2 O7,0.0
W2 N1,0.0
Yb1 Tb1 Hg2,0.0
B1 Mo1,0.0
Cs1 Ag1 Cl3,0.0
W2 C1,0.0
Cs2 Na1 Co1 F6,0.0
Dy1 Al8 Cu4,0.0
Dy1 In1 Pt2,0.0
La1 Si2 Os2,0.0
Tm1 Sn1 Rh1,0.0
Tm1 B2 C1,0.0
Li2 Mn1 Cu3 O8,0.0
Ho3 Pd2,0.0
La10 Si8 O3,0.0
Ce2 Co5 B2,0.0
Ca2 Mn9 O13,0.0
K1 Yb1 Se2,0.0
Ba1 Ti14 O28,0.0
Nb40 N21 O16,0.0
Yb1 Ag1 O2,0.0
Tm1 Ge2 Ru2,0.0
Ca3 Cu2 Cl2 O4,0.0
Ge1 Rh1,0.0
Tb1 Ga2 Co3,0.0
Li1 Cu1 P1 O4,0.0
Ni3 Pt1,0.0
Cu3 Pd1,0.0
Dy2 Ni12 P7,0.0
Tm1 Ge1,0.0
Ag1 Au3,0.0
Cd1 As1 Pd5,0.0
Gd1 Sb1 Pd1,0.0
Sr1 Tl2,0.0
Zr6 Al2 Co1 H10,0.0
Nd1 Ag1 As2,0.0
Er2 Fe14 B1,0.0
Ti2 Cu1 S4,0.0
Na8 Hg3,0.0
Te2 Mo1 W3 S6,0.0
Tm5 Ge10 Rh4,0.0
Mn2 Co1 As1,0.0
Er1 Ni1 Sn1,0.0
Hf1 Si1,0.0
Ce3 Al12 Ru4,0.0
Yb2 Zn1 Pb1,0.0
Mg3 Bi2,0.0
Y1 Cd1 Hg2,0.0
U1 Si3,0.0
Nd1 Ge2 Pt2,0.0
Mn3 Ni1 N1,0.0
Nb1 Pt2,0.0
Tb1 Al3 C3,0.0
La1 Pt5,0.0
Al1 Co1 O3,0.0
Na1 Ir1 Pb1,0.0
Zn1 Cu3 P3 O13,0.0
Tb5 Tl3,0.0
Pr1 Co2 As2,0.0
Cs1 Ir1,0.0
Mg3 Ni20 B6,0.0
Ce2 Cr1 N3,0.0
Lu1 Ge2,0.0
Sr1 In4 Ir1,0.0
Th1 U8 O18,0.0
Rh7 Pb3 O15,0.0
Rb1 Ag1 F3,0.0
Ta1 Pd3,0.0
Al1 V1 Co2,0.0
Sc1 Ga6 Fe6,0.0
Sm4 In21 Pd10,0.0
Ca1 Mn1 Sn1,0.0
Ce1 Rh1,0.0
Ge1 As3,0.0
Ho1 Ti1 Si1,0.0
Ag1 Pd1 O2,0.0
Eu1 P2 Os2,0.0
Li2 Nd1 Sb2,0.0
Cu2 H3 Cl1 O3,0.0
Th1 Ge2 Pd2,0.0
Nb3 B2,0.0
Y1 Al2 Si2,0.0
V2 Zn1 O4,0.0
Y1 Al10 Fe2,0.0
Ca1 Mg1 Sn1,0.0
Ta1 Rh3,0.0
Lu2 Mo2 C3,0.0
Dy2 Ti3 Si4,0.0
Ho1 C2,0.0
Ce1 Al2 Pd5,0.0
Be1 Si1 Ru2,0.0
Nd1 In1 Cu1,0.0
Ca1 Ga1 Ge1,0.0
Nd1 Sn2,0.0
Mn1 Al1 Au2,0.0
K3 Hg1,0.0
Tb1 Sb2,0.0
Re3 As7,0.0
Sc1 Cd1 Ag2,0.0
Te1 Pd1,0.0
Mg1 In1 Pd2,0.0
Zr1 Ru3 C1,0.0
Y1 Al1 Pd1,0.0
Mg10 B16 Ir19,0.0
Hf7 P4,0.0
Sb1 Rh3,0.0
Ba4 Nb14 O23,0.0
Pd1 Pb2,0.0
Mn1 Be2 Co1,0.0
Li5 Bi4 O12,0.0
Nd1 Al4 Ge2 Au1,0.0
Lu1 Ga1 Rh2,0.0
Li1 Er2 Ga1,0.0
Sm1 Co2,0.0
Ir1 Pb1,0.0
Ho2 Co17,0.0
Sc2 Tl1 Tc1,0.0
Tb1 H2,0.0
Er5 Bi3,0.0
Sc1 Cr1 O4,0.0
Dy3 Mn1 B7,0.0
Li3 Ni3 P4 O16,0.0
Re2 Pb1 O6,0.0
Gd6 Ta4 Al43,0.0
Tb3 Fe1 B7,0.0
Ce3 Al1,0.0
Ca1 Cd1 Pd2,0.0
V1 B2,0.0
Ce1 Ir5,0.0
Eu1 As2 Pd2,0.0
Sc2 Ga1 Ag1,0.0
Zn3 Cu10 Te6 O36,0.0
Nd2 Ge5 Rh3,0.0
Pm1 Mg1 Cd2,0.0
U1 Pt3,0.0
Zr6 Sb2 Pt1,0.0
Y1 Cr2 Si2,0.0
Y3 Si3 Pd2,0.0
Ce1 Cu2 Sb2,0.0
Sm2 Cu4 Sn5,0.0
Ti3 Sn1 C2,0.0
Cu1 Pt1 O2,0.0
B4 W1,0.0
Zr1 Au4,0.0
Li2 Eu1 Sn1,0.0
Mn1 Te1 Pd1,0.0
Li1 Lu2 Pd1,0.0
Ca1 B2 Ir2,0.0
Y3 Tm1,0.0
Er1 Si2 Pd2,0.0
Ce1 Si2 Ni2,0.0
La1 Si1,0.0
Dy6 Fe1 Te2,0.0
In3 Au10,0.0
Ho2 Ge5 Rh3,0.0
Tm1 Si1 Cu1,0.0
Sr2 Ga1 Co2 O7,0.0
Y1 Bi1,0.0
Ce1 Al2 Zn2,0.0
Ce1 Mg1 Zn2,0.0
Li4 Cr3 Ni1 O8,0.0
Be1 Si1 Os2,0.0
Bi1 O1,0.0
Gd1 O2,0.0
Ce2 Sb3 Pd9,0.0
Er1 B2 Ru3,0.0
Y1 Ti1 O3,0.0
Tm1 Cd1 Ag2,0.0
Ce4 Fe1 Se6 O1,0.0
Th1 Hg2,0.0
Tb1 Ga3,0.0
V3 Cu1,0.0
Na1 Cu1 O1,0.0
Sn1 Rh1,0.0
Er3 Sn1 C1,0.0
Nb1 Cr1 W1,0.0
Tm1 Si2 Os2,0.0
Nb1 Ru2 Cl1,0.0
Ca1 In4 Ir1,0.0
Hf1 Pt1,0.0
B1 Te2 As1,0.0
Mn1 Fe1 As1,0.0
Tb1 Mn6 Ge6,0.0
Sr1 La1 Mn2 O6,0.0
Ce6 B2 C3 Br3,0.0
Be2 W1,0.0
Y1 In2 Ni1,0.0
Rb1 Ge3,0.0
Tm2 Ir1 Pd1,0.0
Rb1 W1 O3,0.0
Pm1 Sb1 Rh2,0.0
Lu1 Ni1 B1 C1,0.0
Ru1 Cl3,0.0
Ti2 Ru1 Os1,0.0
Li4 Fe9 O18,0.0
Sr1 Pb3,0.0
Li2 U1 Mo2 O10,0.0
Li1 Si1 Rh2,0.0
Gd1 Si2 Ru2,0.0
Zr1 Sb1 Ru1,0.0
Dy1 Zn1 Ga1,0.0
Sm1 Co3 B2,0.0
Tb2 C3,0.0
Ca1 Pr1 Zn2,0.0
Pr6 Fe13 Si1,0.0
Hg3 Sb1,0.0
Te1 Mo1 Se1,0.0
Ho1 B2 C2,0.0
La1 P2 Ru2,0.0
Nb17 Ir3 S40,0.0
Ca1 Os1 O3,0.0
Tl1 Ni1,0.0
Ga1 Si1 Ru2,0.0
Lu1 Ir2,0.0
U1 Au2,0.0
Ti2 B1,0.0
V2 Ru1 Os1,0.0
Nd3 Zr1,0.0
Hf2 Si1,0.0
Li14 Ti21 O48,0.0
Li4 W1 O5,0.0
