composition,output
Ca1 Cd1 Si1,0
In1 Hg1 W2,0
Li4 Ni2 P3 O12,0
Sm1 Ho1 Hg2,0
Pr1 Al3 Ni2,0
Bi4 I1,0
H1 Pb1 I3,0
Ti4 Ni1 Bi2,0
Zr2 Se1,0
Sn1 B1,0
In1 Ag3,0
Tm2 Mg1 Ru1,0
K1 Lu1,0
Nb6 Co7,0
Li2 Mg1 Hg1,0
Li1 Fe2 P3 O12,0
Cu2 O1 F2,0
Tl2 Mo7 O22,0
Li6 Fe1 O5 F1,0
Y1 Si2,0
Sm1 Mg3,0
Hf1 Tc1,0
Na2 V6 O13,0
Nd1 Ni2 Sn2,0
Dy2 Cd1 Pd2,0
Ce1 Os2,0
Sc1 Rh3 C1,0
Re5 Ni2 As12,0
P2 H4 Rh1 O9,0
Li1 Lu2 Ga1,0
Zr1 Ti2 O1,0
Mn1 B2 W2,0
Ce1 Cd1 Au2,0
Zr1 Al1 W1,0
Ca1 Ir1 O3,0
Ce1 Si2 Au2,0
Pr4 Mg1 Ru1,0
Mn1 Nb1 O4,0
Na1 Cd1 O3,0
Th1 Al8 Fe4,0
Lu2 Tl1 Ag1,0
Pr1 Sb1 Pt1,0
Mn3 Cr3 Co2 O16,0
Li1 Sc1 Hg2,0
Cu3 P4 O14,0
Ni2 Mo4 C1,0
Sm1 Ni1 As1,0
Pm2 Ni1 Rh1,0
Sr2 Y1 Bi2 O7,0
La16 Mn15 O48,0
Cr1 Co1 Ge1,0
Na1 Ce1 S2,0
Y1 Si1 Ni1,0
Zr1 Pd2,0
Ge1 W6 O18,0
Nd1 B1 Rh3,0
Ta4 N5,0
Li4 Co3 Cu1 O8,0
Mg5 Tl2,0
La1 Ga3 Pd2,0
Co7 Re17 O48,0
Sm3 Sc1,0
Al7 C3 N3,0
Nd1 Sc1 Ge1,0
Mg3 Ru2,0
Gd1 Zn1 In1,0
Mg2 V9 O13,0
Ti1 Br2,0
Cu1 Mo1 O4,0
Li4 Ti5 Cr3 O16,0
Ca1 In2 Ir1,0
Hf1 C1,0
Yb1 Si2 Rh2,0
Ba1 Ag2,0
Pr5 Si4,0
Zr5 Si1 Sb3,0
Cs1 Ti1 F4,0
Sc1 Co1 Ge2,0
Mg3 Tl1,0
Er1 Hg2,0
Li1 Mn1 Co1 O4,0
Er3 Al3 Ni1 Ge2,0
Hf1 Cu2 P2,0
Li1 Mn4 O8,0
Hg3 As1,0
Yb1 Ag2,0
Zr1 B2,0
Pr1 Zn1,0
Yb1 Nd1 Ag2,0
Yb1 Zn1 Pt1,0
Tm2 Ga10 Os3,0
Ce1 Mn2 Si2,0
Li1 Ga1 Pd2,0
Yb1 In4 Rh1,0
Ba1 Yb1 Sn3,0
Re2 W3 C1,0
Li8 Ir1 O6,0
Ti1 Re1 N3,0
Sr1 Zr2 Nb1,0
Tl9 Sb1 Se6,0
Ti20 Sb9 Se3,0
Mn5 As4,0
Eu1 Ti1 Cl1 O3,0
Dy7 In1 Co4 Ge12,0
Te2 Mo3 Se4,0
Ce1 Si1 I1,0
Sm1 Si1 Cu1,0
K8 N3 O1,0
La3 Re2 O10,0
Sb2 I2 F11,0
Li6 Tb2 O7,0
Ba1 Sn3,0
Y3 Fe62 B14,0
Eu2 C1 N2 O2,0
K1 Bi1 O3,0
Tb11 S16,0
Ho1 Th3,0
Tm4 In1 Ni2 Ge4,0
Sr1 In2,0
Ca3 Tl1 N1,0
Rb1 Bi2,0
Mg5 As1,0
Zn1 Co2 O4,0
Rb2 Mo9 Se10,0
Mg1 Ni1 Sb1,0
Lu2 In1 Hg1,0
Ca5 Sn4 S13,0
K1 C60,0
Ti1 Mn2 Al1,0
Sr1 U1 S2,0
Lu1 Ir1,0
Eu1 Al1 O3,0
Sr2 Ho1 Ru1 O6,0
Tl1 Mo3 Se3,0
Si1 W3,0
La1 Sn3 Ru1,0
Mg1 Ti4 O6,0
Li1 In2 Rh1,0
Ti1 C1,0
Er2 Sn1 Au2,0
Eu1 Rh1 O3,0
Li3 Co2 Ge3 O12,0
Nd1 Cr1 Ge3,0
Fe6 W6 C1,0
Sr1 Cd1 Si1,0
Mg1 Pb3,0
Cu1 P1 O4 F1,0
U1 Cu1 P2,0
Li2 Nd1 As2,0
Lu2 Cd1 In1,0
Hf1 In1 Cu2,0
Eu3 B1 W1 O9,0
Li2 Sn1 Ir1,0
Dy1 Co2 Ge2,0
Pr1 B4,0
As1 Pd3 Pb2,0
Zr3 Ag1,0
Zr1 Te1,0
Rb1 B5 H8 O12,0
Be22 Re1,0
Li4 Mn3 Cr3 O12,0
V3 Si1 Ni2,0
U2 Sn1 Rh2,0
Hf2 Ni1,0
Mo5 As4,0
V3 Re1,0
Yb2 Ge2 Ir1,0
Ba1 Tb1 Mn2 O6,0
Cu2 Hg2 S1 F6,0
U1 Ni1 Sn1,0
U2 Te1 N2,0
K1 Co2 Se2,0
K1 Co1 O2,0
Na2 U1 I6,0
Tb1 Co2,0
Te4 Mo1 W2 S2,0
Mn2 P1,0
Yb1 Mn2 O5,0
Yb1 Ir2,0
Ce1 H3 O3,0
Pr1 Er1 In2,0
Y1 Al8 Cu4,0
Al2 Fe1 Ni1,0
Tl3 Si1,0
Na8 Cu5 O10,0
Yb8 Ge3 Sb5,0
K3 Sn1,0
Li2 V3 Cr1 O8,0
Li3 Mn1 As2,0
Fe3 Si1,0
Lu4 C7,0
Mn1 Sb1 Rh2,0
Zr1 In1 Pd2,0
Ba2 Bi1 Sb1 O6,0
Sc1 Ti1 O3,0
Er1 B2 Ir3,0
Cu4 H10 S1 O12,0
La1 Cd1 Au1,0
Cu1 F1,0
Ce1 Mg1 Pt1,0
Pm1 Ga1 Au2,0
Tm1 Al4 Ni1,0
Li4 Co2 Ni3 O10,0
Zr3 Ni1 O1,0
Tm1 U2 S3 O2,0
Li15 Fe4 O16,0
Li15 Mn2 O12,0
Mo2 N1 Cl8,0
Pd2 N1,0
Pr1 B1 Pt4,0
Li2 Tl1 Ag1,0
Ce4 Si3 Rh4,0
Y1 Si2 Rh2,0
Ca2 Cu1 W1 O6,0
Mn2 Nb1,0
Ga8 Cu3 Mo2,0
Ni7 P8 O28,0
Mg1 Rh2 Pb1,0
Mg1 Cu1 Bi1,0
Ho1 Si2 Pd2,0
Sr1 Si1 Pd1,0
Ba2 Co1 W1 O6,0
Lu3 Tl1 C1,0
La1 Ge1 I1,0
Li3 Cr1 O4,0
Li1 Zr1 Rh2,0
Ho1 Si1 Ru2 C1,0
Li4 Ti1 Cr3 O8,0
Ba2 Cu1 W1 O6,0
La1 Re2 Ag1,0
Mn1 Fe1 Co1 Ge1,0
Al1 Ni20 B14,0
Ta1 As1,0
Ca2 Os2 O7,0
Tm1 Mn1 Ge1,0
Li1 Mn2 P2 O8,0
Mn3 Nb1 O8,0
Ba5 Bi3,0
Ti3 Be1,0
Dy1 B1 Pd3,0
Tm2 Cd1 Hg1,0
Sn1 As3,0
Th1 S1,0
Mg1 Pt5,0
Sr1 In2 Ir1,0
V2 Ga1 Sn2,0
Li5 Cr2 Ni5 O12,0
Ba4 Sm2 Cu2 O9,0
K3 V1,0
Nd1 Tl1 Pd1,0
Ba14 Pd3 Ir8 O33,0
Li1 Ga1 Pt2,0
Ca2 Ti9 O13,0
Eu1 Sn3,0
Tl1 Co1 Mo2,0
Tb1 Ni5,0
Bi2 Pd3 S2,0
Yb2 Sn1,0
Eu1 F3,0
Rb3 Tm1,0
Eu1 Ti1 O3,0
Er1 Fe1 C2,0
Mn1 As1,0
Li4 Cr1 O5,0
Ho2 B4 C1,0
Cs2 Na1 Mg1 F6,0
Ho10 Si17,0
Th1 Cr1 B4,0
Tb1 In2 Ni1,0
Li3 Fe1 Ni3 O8,0
V1 P1 O4,0
Tm1 H2,0
U2 Cu2 As3 O1,0
Ba1 Ag1,0
Y2 U3 O11,0
Nd3 Al1 C1,0
Al1 B2,0
Sm2 Tl1,0
Ce5 Ge3,0
Pr2 In1 Ge2,0
Li1 Pr2 Ru1,0
Nb1 Cr1 N1,0
V3 Ag1,0
Sc1 Be5,0
Tb1 Ge2 Rh2,0
Ho1 Mn12,0
Sc3 Fe2 Si3,0
Mn1 In1 Cu2,0
Ce1 Pd5,0
La2 P1 I2,0
Lu1 Ag2,0
Ag1 Pt3,0
Ag2 Bi1 O3,0
Sc1 Zn1 Ni2,0
Ta1 In1 Ni1,0
Ni1 Ge1,0
Yb1 Ga2 Pd1,0
Eu3 Sn1,0
Ho1 Zn1 Rh1,0
La2 Ge5 Rh3,0
Yb1 Mg1 Pd1,0
La1 Ga1,0
Sc1 Cd1 Hg2,0
Ta5 N6,0
Li2 Lu3 Ge3,0
U3 Cu2 Se7,0
Tm1 Mg1 Cd2,0
Li1 Yb1 Pb1,0
K1 Yb2 F7,0
Li2 V2 F7,0
Li3 Mn1 Cu2 O6,0
Mg1 Rh1 F6,0
Yb1 Al4 Mo2,0
K2 Nb1 O6,0
Cu11 Sb4 S13,0
Dy2 Ge3 Pt9,0
Li2 V3 Fe1 O8,0
Ho1 Tl1 Pd1,0
Ce1 Al3 Ni2,0
Mn1 Si1 Ni2,0
Li1 Ge1 Rh2,0
Li2 Mn1 Ni3 O8,0
K3 Fe2 S4,0
Mn2 O1 F3,0
Gd1 Sb1,0
Gd3 S4,0
In3 Bi7 Pb4 S18,0
Li1 In1 Ag2,0
Lu2 Fe1 S4,0
Li2 Pr1 In1,0
K1 Ag2,0
Cu1 Ir2 S4,0
Ba1 As2 Rh2,0
Ca1 Eu1 O2,0
Nd1 As2 Pd2,0
Bi2 P3 O12,0
Sr1 Ce2 Se4,0
Tl1 Zn2 Tc1,0
Sc14 Cu14 O37,0
Co2 Ge1,0
Li3 Fe1 Sb4 O12,0
Zr1 Ir2,0
Sc1 Co1 O3,0
Tm2 Mg1 Tl1,0
Nb5 Ga4,0
Tb2 Sb5,0
Lu2 Al1 Tc1,0
Ce1 Zn1 P1 O1,0
